,pred,true_label,fold
80,Central_venous_LSECs,Central_venous_LSECs,1
81,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
82,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
83,NK-like_Cells,NK-like_Cells,1
84,Inflammatory_Macrophage,Inflammatory_Macrophage,1
85,Inflammatory_Macrophage,Inflammatory_Macrophage,1
86,Inflammatory_Macrophage,Inflammatory_Macrophage,1
87,Central_venous_LSECs,Central_venous_LSECs,1
88,NK-like_Cells,gamma-delta_T_Cells_1,1
89,NK-like_Cells,gamma-delta_T_Cells_2,1
90,Periportal_LSECs,Periportal_LSECs,1
91,NK-like_Cells,alpha-beta_T_Cells,1
92,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
93,Periportal_LSECs,Periportal_LSECs,1
94,Central_venous_LSECs,Central_venous_LSECs,1
95,Central_venous_LSECs,Central_venous_LSECs,1
96,Hepatocyte_5,Hepatocyte_5,1
97,NK-like_Cells,alpha-beta_T_Cells,1
98,Inflammatory_Macrophage,Inflammatory_Macrophage,1
99,NK-like_Cells,NK-like_Cells,1
100,Inflammatory_Macrophage,Inflammatory_Macrophage,1
101,Hepatocyte_6,Hepatocyte_6,1
102,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
103,NK-like_Cells,alpha-beta_T_Cells,1
104,NK-like_Cells,alpha-beta_T_Cells,1
105,NK-like_Cells,alpha-beta_T_Cells,1
106,NK-like_Cells,alpha-beta_T_Cells,1
107,NK-like_Cells,alpha-beta_T_Cells,1
108,NK-like_Cells,gamma-delta_T_Cells_1,1
109,Central_venous_LSECs,Central_venous_LSECs,1
110,Hepatocyte_5,Hepatocyte_5,1
111,Central_venous_LSECs,Central_venous_LSECs,1
112,Inflammatory_Macrophage,Inflammatory_Macrophage,1
113,Inflammatory_Macrophage,Inflammatory_Macrophage,1
114,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
115,NK-like_Cells,NK-like_Cells,1
116,Inflammatory_Macrophage,Inflammatory_Macrophage,1
117,Central_venous_LSECs,Central_venous_LSECs,1
118,NK-like_Cells,alpha-beta_T_Cells,1
119,NK-like_Cells,alpha-beta_T_Cells,1
120,Inflammatory_Macrophage,Inflammatory_Macrophage,1
121,NK-like_Cells,alpha-beta_T_Cells,1
122,NK-like_Cells,NK-like_Cells,1
123,Inflammatory_Macrophage,Inflammatory_Macrophage,1
124,Central_venous_LSECs,Central_venous_LSECs,1
125,Hepatocyte_5,Hepatocyte_5,1
126,NK-like_Cells,alpha-beta_T_Cells,1
127,NK-like_Cells,alpha-beta_T_Cells,1
128,NK-like_Cells,gamma-delta_T_Cells_1,1
129,NK-like_Cells,NK-like_Cells,1
130,NK-like_Cells,alpha-beta_T_Cells,1
131,NK-like_Cells,alpha-beta_T_Cells,1
132,NK-like_Cells,alpha-beta_T_Cells,1
133,NK-like_Cells,alpha-beta_T_Cells,1
134,Hepatocyte_5,Hepatocyte_5,1
135,NK-like_Cells,alpha-beta_T_Cells,1
136,Inflammatory_Macrophage,Inflammatory_Macrophage,1
137,Central_venous_LSECs,Central_venous_LSECs,1
138,NK-like_Cells,alpha-beta_T_Cells,1
139,NK-like_Cells,NK-like_Cells,1
140,Central_venous_LSECs,Central_venous_LSECs,1
141,NK-like_Cells,alpha-beta_T_Cells,1
142,NK-like_Cells,alpha-beta_T_Cells,1
143,NK-like_Cells,alpha-beta_T_Cells,1
144,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
145,Inflammatory_Macrophage,Inflammatory_Macrophage,1
146,NK-like_Cells,alpha-beta_T_Cells,1
147,Inflammatory_Macrophage,Inflammatory_Macrophage,1
148,Inflammatory_Macrophage,Inflammatory_Macrophage,1
149,Central_venous_LSECs,Central_venous_LSECs,1
150,NK-like_Cells,alpha-beta_T_Cells,1
151,NK-like_Cells,alpha-beta_T_Cells,1
152,NK-like_Cells,alpha-beta_T_Cells,1
153,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
154,NK-like_Cells,alpha-beta_T_Cells,1
155,Central_venous_LSECs,Central_venous_LSECs,1
156,Inflammatory_Macrophage,Inflammatory_Macrophage,1
157,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
158,NK-like_Cells,NK-like_Cells,1
159,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
160,NK-like_Cells,gamma-delta_T_Cells_1,1
161,Inflammatory_Macrophage,Inflammatory_Macrophage,1
162,NK-like_Cells,NK-like_Cells,1
163,NK-like_Cells,gamma-delta_T_Cells_1,1
164,Inflammatory_Macrophage,Mature_B_Cells,1
165,NK-like_Cells,gamma-delta_T_Cells_1,1
166,NK-like_Cells,alpha-beta_T_Cells,1
167,Inflammatory_Macrophage,Inflammatory_Macrophage,1
168,NK-like_Cells,alpha-beta_T_Cells,1
169,Inflammatory_Macrophage,Inflammatory_Macrophage,1
170,Inflammatory_Macrophage,alpha-beta_T_Cells,1
171,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
172,Central_venous_LSECs,Central_venous_LSECs,1
173,Central_venous_LSECs,Central_venous_LSECs,1
174,Central_venous_LSECs,Central_venous_LSECs,1
175,Hepatocyte_5,Hepatocyte_5,1
176,NK-like_Cells,alpha-beta_T_Cells,1
177,NK-like_Cells,alpha-beta_T_Cells,1
178,Inflammatory_Macrophage,Inflammatory_Macrophage,1
179,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
180,Inflammatory_Macrophage,Inflammatory_Macrophage,1
181,NK-like_Cells,NK-like_Cells,1
182,NK-like_Cells,gamma-delta_T_Cells_1,1
183,Central_venous_LSECs,Central_venous_LSECs,1
184,NK-like_Cells,alpha-beta_T_Cells,1
185,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
186,Inflammatory_Macrophage,Mature_B_Cells,1
187,Central_venous_LSECs,Central_venous_LSECs,1
188,Inflammatory_Macrophage,Inflammatory_Macrophage,1
189,NK-like_Cells,alpha-beta_T_Cells,1
190,NK-like_Cells,alpha-beta_T_Cells,1
191,Inflammatory_Macrophage,Inflammatory_Macrophage,1
192,Inflammatory_Macrophage,Inflammatory_Macrophage,1
193,Central_venous_LSECs,Central_venous_LSECs,1
194,Inflammatory_Macrophage,Inflammatory_Macrophage,1
195,NK-like_Cells,gamma-delta_T_Cells_1,1
196,Central_venous_LSECs,Central_venous_LSECs,1
197,NK-like_Cells,NK-like_Cells,1
198,Periportal_LSECs,Periportal_LSECs,1
199,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
200,Hepatocyte_3,Hepatocyte_3,1
201,Hepatocyte_3,Hepatocyte_3,1
202,Hepatocyte_3,Hepatocyte_3,1
203,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
204,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
205,Novel,Plasma_Cells,1
206,Novel,Plasma_Cells,1
207,Hepatocyte_3,Hepatocyte_3,1
208,Inflammatory_Macrophage,Plasma_Cells,1
209,Novel,Plasma_Cells,1
210,Hepatocyte_3,Hepatocyte_3,1
211,Hepatocyte_3,Hepatocyte_3,1
212,Novel,Plasma_Cells,1
213,Novel,Plasma_Cells,1
214,Hepatocyte_3,Hepatocyte_3,1
215,Hepatocyte_3,Hepatocyte_3,1
216,Inflammatory_Macrophage,Mature_B_Cells,1
217,Hepatocyte_3,Hepatocyte_3,1
218,Hepatocyte_3,Hepatocyte_3,1
219,Novel,Plasma_Cells,1
220,Central_venous_LSECs,Central_venous_LSECs,1
221,NK-like_Cells,Plasma_Cells,1
222,Hepatocyte_3,Hepatocyte_3,1
223,Inflammatory_Macrophage,Plasma_Cells,1
224,Hepatocyte_3,Hepatocyte_3,1
225,Inflammatory_Macrophage,Plasma_Cells,1
226,Inflammatory_Macrophage,Inflammatory_Macrophage,1
227,Hepatocyte_3,Hepatocyte_3,1
228,Hepatocyte_3,Hepatocyte_3,1
229,Hepatocyte_3,Hepatocyte_3,1
230,Hepatocyte_3,Hepatocyte_3,1
231,Novel,Plasma_Cells,1
232,Hepatocyte_3,Hepatocyte_3,1
233,Hepatocyte_3,Hepatocyte_3,1
234,Hepatocyte_3,Hepatocyte_3,1
235,Central_venous_LSECs,Central_venous_LSECs,1
236,Hepatocyte_3,Hepatocyte_3,1
237,Novel,Plasma_Cells,1
238,Hepatocyte_3,Hepatocyte_3,1
239,Hepatocyte_3,Hepatocyte_3,1
240,Hepatocyte_3,Hepatocyte_3,1
241,Novel,Plasma_Cells,1
242,Hepatocyte_3,Hepatocyte_3,1
243,Inflammatory_Macrophage,Inflammatory_Macrophage,1
244,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
245,Novel,Plasma_Cells,1
246,Novel,Plasma_Cells,1
247,Hepatocyte_3,Hepatocyte_3,1
248,Inflammatory_Macrophage,Non-inflammatory_Macrophage,1
249,Hepatocyte_3,Hepatocyte_3,1
250,Hepatocyte_3,Hepatocyte_3,1
251,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
252,Novel,Plasma_Cells,1
253,Hepatocyte_3,Hepatocyte_3,1
254,Novel,Plasma_Cells,1
255,Hepatocyte_3,Hepatocyte_3,1
256,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
257,Portal_endothelial_Cells,Portal_endothelial_Cells,1
258,Hepatocyte_3,Hepatocyte_3,1
259,Hepatocyte_3,Hepatocyte_3,1
260,Novel,Plasma_Cells,1
261,Periportal_LSECs,Periportal_LSECs,1
262,Hepatocyte_3,Hepatocyte_3,1
263,Central_venous_LSECs,Central_venous_LSECs,1
264,Novel,Plasma_Cells,1
265,Novel,Plasma_Cells,1
266,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
267,Hepatocyte_3,Hepatocyte_3,1
268,Hepatocyte_3,Hepatocyte_3,1
269,Hepatocyte_3,Hepatocyte_3,1
270,Novel,Plasma_Cells,1
271,Hepatocyte_3,Hepatocyte_3,1
272,Periportal_LSECs,Periportal_LSECs,1
273,Periportal_LSECs,Periportal_LSECs,1
274,Hepatocyte_3,Hepatocyte_3,1
275,Hepatocyte_3,Periportal_LSECs,1
276,Periportal_LSECs,Plasma_Cells,1
277,Hepatocyte_3,Hepatocyte_3,1
278,Hepatocyte_3,Hepatocyte_3,1
279,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
280,Novel,Plasma_Cells,1
281,Hepatocyte_3,Plasma_Cells,1
282,Hepatocyte_3,Hepatocyte_3,1
283,Hepatocyte_3,Hepatocyte_3,1
284,Hepatocyte_3,Hepatocyte_3,1
285,Hepatocyte_3,Hepatocyte_3,1
286,Hepatocyte_3,Hepatocyte_3,1
287,Hepatocyte_3,Hepatocyte_3,1
288,Hepatocyte_3,Hepatocyte_3,1
289,Hepatocyte_3,Hepatocyte_3,1
290,Hepatocyte_3,Hepatocyte_3,1
291,Hepatocyte_3,Hepatocyte_3,1
292,Hepatocyte_3,Hepatocyte_3,1
293,Cholangiocytes,Cholangiocytes,1
294,Hepatocyte_3,Hepatocyte_3,1
295,Novel,Plasma_Cells,1
296,Novel,Plasma_Cells,1
297,Novel,Plasma_Cells,1
298,Novel,Plasma_Cells,1
299,Novel,Plasma_Cells,1
300,NK-like_Cells,gamma-delta_T_Cells_2,1
301,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
302,Hepatocyte_3,Hepatocyte_3,1
303,Hepatocyte_3,Hepatocyte_3,1
304,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
305,Hepatocyte_3,Hepatocyte_3,1
306,Hepatocyte_3,Hepatocyte_3,1
307,Periportal_LSECs,Periportal_LSECs,1
308,Novel,Periportal_LSECs,1
309,Central_venous_LSECs,Central_venous_LSECs,1
310,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
311,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
312,Hepatocyte_3,Hepatocyte_3,1
313,Hepatocyte_3,Hepatocyte_3,1
314,Hepatocyte_3,Hepatocyte_3,1
315,Hepatocyte_3,Hepatocyte_3,1
316,Novel,Plasma_Cells,1
317,Hepatocyte_3,Hepatocyte_3,1
318,Hepatocyte_3,Hepatocyte_3,1
319,Hepatocyte_3,Hepatocyte_3,1
320,Hepatocyte_3,Hepatocyte_3,1
321,Hepatocyte_3,Hepatocyte_3,1
322,Hepatocyte_3,Hepatocyte_3,1
323,Hepatocyte_3,Hepatocyte_3,1
324,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
325,Hepatocyte_3,Hepatocyte_3,1
326,Novel,Plasma_Cells,1
327,Novel,Plasma_Cells,1
328,Hepatocyte_3,Hepatocyte_3,1
329,Hepatocyte_3,Hepatocyte_3,1
330,Cholangiocytes,Cholangiocytes,1
331,Novel,Plasma_Cells,1
332,Hepatocyte_3,Hepatocyte_3,1
333,Central_venous_LSECs,Inflammatory_Macrophage,1
334,Hepatocyte_3,Hepatocyte_3,1
335,Hepatocyte_3,Hepatocyte_3,1
336,Novel,Plasma_Cells,1
337,Central_venous_LSECs,Central_venous_LSECs,1
338,Hepatocyte_3,Hepatocyte_3,1
339,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
340,Novel,Hepatocyte_3,1
341,Hepatocyte_3,Hepatocyte_3,1
342,Hepatocyte_3,Hepatocyte_3,1
343,Hepatocyte_3,Hepatocyte_3,1
344,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
345,Novel,Plasma_Cells,1
346,Inflammatory_Macrophage,Inflammatory_Macrophage,1
347,Novel,Plasma_Cells,1
348,Novel,Plasma_Cells,1
349,Novel,Plasma_Cells,1
350,Hepatocyte_3,Hepatocyte_3,1
351,Hepatocyte_3,Hepatocyte_3,1
352,Novel,Plasma_Cells,1
353,Hepatocyte_3,Hepatocyte_3,1
354,Hepatocyte_3,Hepatocyte_3,1
355,Central_venous_LSECs,Central_venous_LSECs,1
356,Hepatocyte_3,Hepatocyte_3,1
357,Periportal_LSECs,Periportal_LSECs,1
358,Hepatocyte_3,Plasma_Cells,1
359,Novel,Plasma_Cells,1
360,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
361,Hepatocyte_2,Plasma_Cells,1
362,Hepatocyte_3,Hepatocyte_3,1
363,Hepatocyte_3,Hepatocyte_3,1
364,Hepatocyte_3,Hepatocyte_3,1
365,Inflammatory_Macrophage,Non-inflammatory_Macrophage,1
366,Non-inflammatory_Macrophage,Plasma_Cells,1
367,Hepatocyte_3,Hepatocyte_3,1
368,Hepatocyte_3,Hepatocyte_3,1
369,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
370,Hepatocyte_3,Hepatocyte_3,1
371,Novel,Plasma_Cells,1
372,Hepatocyte_3,Hepatocyte_3,1
373,Hepatocyte_3,Hepatocyte_3,1
374,Hepatocyte_3,Hepatocyte_3,1
375,Hepatocyte_3,Hepatocyte_3,1
376,Inflammatory_Macrophage,Inflammatory_Macrophage,1
377,Hepatocyte_3,Plasma_Cells,1
378,Novel,Plasma_Cells,1
379,Periportal_LSECs,Periportal_LSECs,1
380,Novel,Plasma_Cells,1
381,Hepatocyte_3,Hepatocyte_3,1
382,Hepatocyte_3,Hepatocyte_3,1
383,Hepatocyte_3,Hepatocyte_3,1
384,Hepatocyte_3,Hepatocyte_3,1
385,Hepatocyte_3,Hepatocyte_3,1
386,NK-like_Cells,Plasma_Cells,1
387,Novel,Plasma_Cells,1
388,Novel,Plasma_Cells,1
389,Hepatocyte_3,Plasma_Cells,1
390,Cholangiocytes,Plasma_Cells,1
391,Hepatocyte_3,Hepatocyte_3,1
392,Novel,Plasma_Cells,1
393,Novel,Plasma_Cells,1
394,Cholangiocytes,Cholangiocytes,1
395,Periportal_LSECs,Periportal_LSECs,1
396,Hepatocyte_3,Hepatocyte_3,1
397,Cholangiocytes,Plasma_Cells,1
398,Hepatocyte_3,Hepatocyte_3,1
399,Inflammatory_Macrophage,Plasma_Cells,1
400,NK-like_Cells,gamma-delta_T_Cells_2,1
401,Hepatocyte_3,Hepatocyte_3,1
402,Novel,Plasma_Cells,1
403,Hepatocyte_3,Hepatocyte_3,1
404,Hepatocyte_2,Plasma_Cells,1
405,Hepatocyte_3,Hepatocyte_3,1
406,Hepatocyte_3,Plasma_Cells,1
407,Cholangiocytes,Plasma_Cells,1
408,Novel,Plasma_Cells,1
409,Hepatocyte_3,Hepatocyte_3,1
410,Hepatocyte_3,Hepatocyte_3,1
411,Hepatocyte_3,Hepatocyte_3,1
412,Novel,Plasma_Cells,1
413,Hepatocyte_3,Hepatocyte_3,1
414,Hepatocyte_3,Hepatocyte_3,1
415,Periportal_LSECs,Periportal_LSECs,1
416,Hepatocyte_3,Hepatocyte_3,1
417,Hepatocyte_3,Hepatocyte_3,1
418,Hepatocyte_3,Hepatocyte_3,1
419,Hepatocyte_3,Hepatocyte_3,1
420,Novel,Plasma_Cells,1
421,Novel,Plasma_Cells,1
422,Hepatocyte_3,Hepatocyte_3,1
423,Hepatocyte_3,Hepatocyte_3,1
424,Hepatocyte_3,Plasma_Cells,1
425,Hepatocyte_3,Plasma_Cells,1
426,Inflammatory_Macrophage,Inflammatory_Macrophage,1
427,Hepatocyte_3,Hepatocyte_3,1
428,Hepatocyte_3,Hepatocyte_3,1
429,Novel,Plasma_Cells,1
430,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
431,Hepatocyte_3,Hepatocyte_3,1
432,Central_venous_LSECs,Central_venous_LSECs,1
433,Hepatocyte_3,Hepatocyte_3,1
434,Hepatocyte_3,Hepatocyte_3,1
435,Inflammatory_Macrophage,Plasma_Cells,1
436,Hepatocyte_3,Hepatocyte_3,1
437,Hepatocyte_3,Hepatocyte_3,1
438,Hepatocyte_3,Hepatocyte_3,1
439,Hepatocyte_3,Hepatocyte_3,1
440,Novel,Plasma_Cells,1
441,Novel,Plasma_Cells,1
442,Novel,Plasma_Cells,1
443,Hepatocyte_3,Hepatocyte_3,1
444,Periportal_LSECs,Periportal_LSECs,1
445,Hepatocyte_3,Hepatocyte_3,1
446,Hepatocyte_1,Hepatocyte_1,1
447,Hepatocyte_1,Hepatocyte_6,1
448,Hepatocyte_1,Hepatocyte_1,1
449,Inflammatory_Macrophage,Inflammatory_Macrophage,1
450,Hepatocyte_2,Hepatocyte_2,1
451,Portal_endothelial_Cells,Portal_endothelial_Cells,1
452,Inflammatory_Macrophage,Inflammatory_Macrophage,1
453,Hepatocyte_1,Hepatocyte_1,1
454,Hepatocyte_4,Hepatocyte_4,1
455,Portal_endothelial_Cells,Portal_endothelial_Cells,1
456,Hepatocyte_2,Hepatocyte_1,1
457,Inflammatory_Macrophage,Inflammatory_Macrophage,1
458,Hepatocyte_4,Hepatocyte_1,1
459,Hepatocyte_2,Hepatocyte_2,1
460,Hepatocyte_6,Hepatocyte_6,1
461,Hepatocyte_2,Hepatocyte_2,1
462,Hepatocyte_4,Hepatocyte_4,1
463,Hepatocyte_4,Hepatocyte_4,1
464,Hepatocyte_1,Hepatocyte_1,1
465,Hepatocyte_1,Hepatocyte_1,1
466,Hepatocyte_4,Hepatocyte_4,1
467,Hepatocyte_2,Hepatocyte_2,1
468,Hepatocyte_2,Hepatocyte_2,1
469,Inflammatory_Macrophage,Inflammatory_Macrophage,1
470,Hepatocyte_2,Hepatocyte_2,1
471,Hepatocyte_2,Hepatocyte_2,1
472,Hepatocyte_1,Hepatocyte_1,1
473,Hepatocyte_4,Hepatocyte_4,1
474,Hepatocyte_1,Hepatocyte_1,1
475,Hepatocyte_1,Hepatocyte_1,1
476,Inflammatory_Macrophage,Inflammatory_Macrophage,1
477,Hepatocyte_4,Hepatocyte_4,1
478,Hepatocyte_2,Hepatocyte_2,1
479,Hepatocyte_2,Hepatocyte_2,1
480,Novel,Hepatic_Stellate_Cells,1
481,Hepatocyte_1,Hepatocyte_1,1
482,Hepatocyte_2,Hepatocyte_2,1
483,Hepatocyte_2,Hepatocyte_2,1
484,Novel,Hepatic_Stellate_Cells,1
485,Hepatocyte_1,Hepatocyte_1,1
486,Hepatocyte_4,Hepatocyte_4,1
487,Portal_endothelial_Cells,Portal_endothelial_Cells,1
488,Hepatocyte_1,Hepatocyte_1,1
489,Hepatocyte_2,Hepatocyte_2,1
490,Hepatocyte_2,Hepatocyte_2,1
491,Hepatocyte_2,Hepatocyte_2,1
492,Hepatocyte_1,Hepatocyte_1,1
493,Hepatocyte_1,Hepatocyte_1,1
494,Hepatocyte_2,Hepatocyte_2,1
495,Inflammatory_Macrophage,Inflammatory_Macrophage,1
496,Inflammatory_Macrophage,Inflammatory_Macrophage,1
497,Inflammatory_Macrophage,Inflammatory_Macrophage,1
498,Hepatocyte_2,Hepatocyte_2,1
499,Hepatocyte_2,Hepatocyte_2,1
500,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,1
501,Hepatocyte_2,Hepatocyte_2,1
502,Hepatocyte_2,Hepatocyte_2,1
503,Hepatocyte_1,Hepatocyte_1,1
504,Hepatocyte_4,Hepatocyte_4,1
505,Hepatocyte_2,Hepatocyte_2,1
506,Hepatocyte_1,Hepatocyte_1,1
507,Hepatocyte_1,Hepatocyte_6,1
508,Inflammatory_Macrophage,Inflammatory_Macrophage,1
509,Hepatocyte_2,Hepatocyte_2,1
510,Hepatocyte_1,Hepatocyte_1,1
511,Hepatocyte_2,Hepatocyte_2,1
512,Hepatocyte_1,Hepatocyte_1,1
513,Hepatocyte_1,Hepatocyte_1,1
514,Periportal_LSECs,Periportal_LSECs,1
515,Hepatocyte_1,Hepatocyte_1,1
516,Hepatocyte_1,Hepatocyte_1,1
517,Hepatocyte_2,Hepatocyte_2,1
518,Hepatocyte_4,Hepatocyte_4,1
519,Novel,Hepatic_Stellate_Cells,1
520,Hepatocyte_2,Hepatocyte_2,1
521,Hepatocyte_4,Hepatocyte_4,1
522,Cholangiocytes,Cholangiocytes,1
523,Hepatocyte_2,Hepatocyte_2,1
524,Hepatocyte_1,Hepatocyte_1,1
525,Hepatocyte_1,Hepatocyte_1,1
526,Hepatocyte_1,Hepatocyte_6,1
527,Hepatocyte_1,Hepatocyte_1,1
528,Hepatocyte_2,Hepatocyte_2,1
529,Hepatocyte_4,Hepatocyte_2,1
530,Hepatocyte_2,Hepatocyte_2,1
531,Hepatocyte_1,Hepatocyte_1,1
532,Hepatocyte_2,Hepatocyte_2,1
533,Hepatocyte_1,Hepatocyte_1,1
534,Hepatocyte_1,Hepatocyte_1,1
535,Hepatocyte_2,Hepatocyte_2,1
536,Hepatocyte_1,Hepatocyte_1,1
537,Hepatocyte_4,Hepatocyte_4,1
538,Hepatocyte_2,Hepatocyte_2,1
539,Hepatocyte_1,Hepatocyte_4,1
540,Hepatocyte_1,Hepatocyte_2,1
541,Hepatocyte_1,Hepatocyte_1,1
542,Hepatocyte_2,Hepatocyte_2,1
543,Hepatocyte_1,Hepatocyte_1,1
544,Hepatocyte_1,Hepatocyte_6,1
545,Hepatocyte_1,Hepatocyte_1,1
546,Hepatocyte_4,Hepatocyte_4,1
547,Inflammatory_Macrophage,Inflammatory_Macrophage,1
548,Hepatocyte_2,Hepatocyte_2,1
549,Hepatocyte_2,Hepatocyte_1,1
550,Hepatocyte_2,Hepatocyte_2,1
551,Portal_endothelial_Cells,Portal_endothelial_Cells,1
552,Hepatocyte_1,Hepatocyte_1,1
553,Hepatocyte_2,Hepatocyte_2,1
554,Hepatocyte_2,Hepatocyte_1,1
555,Hepatocyte_2,Hepatocyte_2,1
556,Hepatocyte_2,Hepatocyte_2,1
557,Hepatocyte_2,Hepatocyte_2,1
